Entity,Code,Year,Greenhouse gas emissions from agriculture,Greenhouse gas emissions from land use change and forestry,Greenhouse gas emissions from waste,Greenhouse gas emissions from buildings,Greenhouse gas emissions from industry,Greenhouse gas emissions from manufacturing and construction,Greenhouse gas emissions from transport,Greenhouse gas emissions from electricity and heat,Fugitive emissions of greenhouse gases from energy production,Greenhouse gas emissions from other fuel combustion,Greenhouse gas emissions from bunker fuels
Namibia,NAM,2007,8570000,10560000,410000,80000,90000,220000,1430000,170000,0,760000,80000
Namibia,NAM,2008,6760000,10560000,410000,80000,100000,220000,1570000,240000,0,930000,90000
Namibia,NAM,2009,9580000,10560000,420000,80000,110000,220000,1740000,110000,0,980000,90000
Namibia,NAM,2010,8870000,10560000,430000,70000,120000,230000,1820000,30000,0,1060000,90000
Namibia,NAM,2011,13610000,10560000,440000,70000,290000,250000,1850000,20000,0,1080000,100000
Namibia,NAM,2012,14930000,10560000,450000,70000,390000,259999.98,1810000,90000,0,1160000,100000
Namibia,NAM,2013,7820000,10560000,470000,70000,460000,280000,1920000,80000,0,1270000,110000
Namibia,NAM,2014,6870000,10560000,480000,70000,510000,290000,2030000,10000,0,1340000,110000
Namibia,NAM,2015,6680000,10560000,490000,70000,560000,300000,2120000,40000,0,1400000,120000
Namibia,NAM,2016,7290000,10560000,500000,70000,519999.97,300000,2120000,80000,0,1440000,120000
Namibia,NAM,2017,7240000,10560000,510000,70000,680000,300000,2089999.9,90000,0,1390000,110000
Namibia,NAM,2018,6390000,10560000,530000,70000,790000,300000,2120000,30000,0,1400000,120000
Namibia,NAM,2019,5490000,10560000,540000,70000,850000,300000,2100000,70000,0,1380000,110000
Namibia,NAM,2020,8590000,10560000,550000,70000,820000,270000,1910000,90000,0,1260000,40000
Nauru,NRU,1990,0,0,0,0,0,60000,30000,30000,0,10000,40000
Nauru,NRU,1991,0,0,0,0,0,60000,30000,30000,0,10000,40000
Nauru,NRU,1992,0,0,0,0,0,50000,30000,30000,0,10000,40000
Nauru,NRU,1993,0,0,0,0,0,50000,30000,30000,0,10000,40000
Nauru,NRU,1994,0,0,0,0,0,40000,30000,30000,0,10000,30000
Nauru,NRU,1995,0,0,0,0,0,40000,30000,30000,0,10000,30000
Nauru,NRU,1996,0,0,0,0,0,40000,30000,30000,0,10000,30000
Nauru,NRU,1997,0,0,0,0,0,40000,30000,30000,0,10000,30000
Nauru,NRU,1998,0,0,0,0,0,40000,30000,30000,0,10000,30000
Nauru,NRU,1999,0,0,0,0,0,40000,20000,30000,0,0,30000
Nauru,NRU,2000,0,0,0,0,0,30000,20000,30000,0,0,20000
Nauru,NRU,2001,0,0,0,0,0,30000,20000,30000,0,0,20000
Nauru,NRU,2002,0,0,0,0,0,0,20000,30000,0,30000,20000
Nauru,NRU,2003,0,0,0,0,0,0,10000,30000,0,30000,20000
Nauru,NRU,2004,0,0,0,0,0,0,10000,30000,0,30000,20000
Nauru,NRU,2005,0,0,0,0,0,0,10000,30000,0,30000,20000
Nauru,NRU,2006,0,0,0,0,0,0,10000,20000,0,20000,10000
Nauru,NRU,2007,0,0,0,0,0,0,10000,20000,0,20000,10000
Nauru,NRU,2008,0,0,0,0,0,0,10000,20000,0,20000,10000
Nauru,NRU,2009,0,0,0,0,0,0,10000,20000,0,10000,10000
Nauru,NRU,2010,0,0,0,0,0,0,10000,20000,0,10000,20000
Nauru,NRU,2011,0,0,0,0,0,0,10000,20000,0,10000,20000
Nauru,NRU,2012,0,0,0,0,0,0,10000,20000,0,10000,20000
Nauru,NRU,2013,0,0,0,0,0,0,10000,20000,0,10000,20000
Nauru,NRU,2014,0,0,0,0,0,0,10000,20000,0,20000,20000
Nauru,NRU,2015,0,0,0,0,0,0,10000,20000,0,20000,20000
Nauru,NRU,2016,0,0,0,0,0,0,20000,20000,0,10000,30000
Nauru,NRU,2017,0,0,0,0,0,0,20000,30000,0,10000,20000
Nauru,NRU,2018,0,0,0,0,0,0,20000,30000,0,10000,20000
Nauru,NRU,2019,0,0,0,0,0,0,20000,20000,0,10000,20000
Nauru,NRU,2020,0,0,0,0,0,0,10000,20000,0,10000,20000
Nepal,NPL,1990,17740000,-1310000,530000,2220000,50000,210000,350000,0,0,100000,50000
Nepal,NPL,1991,17690000,-1310000,540000,2330000,60000,259999.98,410000,30000,0,120000,60000
Nepal,NPL,1992,17300000,-1310000,560000,2430000,100000,150000,450000,40000,0,129999.99,80000
Nepal,NPL,1993,17870000,-1310000,570000,2530000,120000,190000,490000,60000,0,140000,80000
Nepal,NPL,1994,18190000,-1310000,590000,2630000,129999.99,340000,570000,70000,0,160000,100000
Nepal,NPL,1995,19090000,-1330000,610000,2760000,140000,360000,640000,30000,0,180000,110000
Nepal,NPL,1996,19380000,-1750000,620000,2900000,129999.99,310000,660000,30000,0,190000,129999.99
Nepal,NPL,1997,19580000,-1850000,640000,3050000,100000,300000,750000,90000,0,210000,129999.99
Nepal,NPL,1998,19850000,-1670000,660000,3140000,120000,310000,790000,90000,0,220000,150000
Nepal,NPL,1999,19950000,-1320000,670000,3300000,129999.99,1050000,790000,50000,10000,220000,150000
Nepal,NPL,2000,20070000,-1420000,690000,3430000,129999.99,1130000,840000,20000,10000,230000,170000
Nepal,NPL,2001,20130000,-4170000,710000,3700000,129999.99,1280000,770000,10000,10000,200000,120000
Nepal,NPL,2002,20210000,-4570000,730000,3710000,129999.99,650000,810000,0,0,210000,140000
Nepal,NPL,2003,20420000,-3790000,750000,3880000,129999.99,780000,800000,0,0,200000,129999.99
Nepal,NPL,2004,20770000,-3960000,770000,3760000,129999.99,670000,850000,10000,0,220000,170000
Nepal,NPL,2005,21000000,-3930000,780000,3840000,129999.99,1039999.94,850000,10000,0,210000,190000
Nepal,NPL,2006,21310000,-4260000,800000,3670000,140000,630000,900000,10000,0,210000,170000
Nepal,NPL,2007,21380000,-4410000,820000,3640000,140000,820000,930000,10000,0,170000,180000
Nepal,NPL,2008,22090000,-4080000,830000,3540000,140000,760000,1370000,10000,0,259999.98,180000
Nepal,NPL,2009,22770000,-3800000,850000,3620000,490000,770000,1790000,10000,0,340000,220000
Nepal,NPL,2010,23040000,-3610000,870000,3690000,550000,1240000,1980000,0,0,350000,270000
Nepal,NPL,2011,23640000,3100000,880000,3820000,830000,1460000,2000000,0,0,340000,290000
Nepal,NPL,2012,24110000,3580000,900000,3590000,1060000,1750000,2210000,10000,0,380000,300000
Nepal,NPL,2013,24280000,3640000,910000,3980000,1180000,1360000,2490000,10000,0,420000,320000
Nepal,NPL,2014,24610000,3590000,930000,4120000,1230000,1960000,2780000,0,10000,470000,360000
Nepal,NPL,2015,24450000,2620000,940000,4050000.2,1540000,2250000,2390000,0,10000,410000,210000
Nepal,NPL,2016,24650000,5210000,950000,4530000,2290000,2800000,3980000,0,10000,680000,430000
Nepal,NPL,2017,25160000,3090000,970000,4750000,3140000,3220000,4950000,0,10000,840000,430000
Nepal,NPL,2018,25530000,2880000,980000,4930000,3470000,4090000.2,5450000,0,10000,900000,420000
Nepal,NPL,2019,25870000,3910000,990000,5040000,3850000,3230000,4730000,0,10000,780000,310000
Nepal,NPL,2020,26050000,2610000,1010000,5210000,2960000,4340000,5410000,0,10000,890000,150000
Netherlands,NLD,1990,23540000,6920000,14160000,28880000,15560000,29390000,27720000,56010000,480000,10080000,39890000
Netherlands,NLD,1991,23710000,6920000,14300000,33150002,14480000,27910000,28210000,57470000,530000,11000000,41420000
Netherlands,NLD,1992,23490000,6920000,14040000,30460000,15500000,27600000,29730000,58060000,540000,10680000,42260000
Netherlands,NLD,1993,23020000,6910000,13670000,32180000,16740000,27650000,30620000,59260000,490000,11040000,41070000
Netherlands,NLD,1994,22830000,6900000,13160000,30010000,17990000,26890000,30040000,62870000,430000,10440000,41680000
Netherlands,NLD,1995,22750000,6900000,12480000,32020000,17040000,25910000,30310000,65940004,420000,10640000,42640000
Netherlands,NLD,1996,22380000,6890000,12070000,37340000,18960000,27200000,31590000,67030000,450000,11380000,44590000
Netherlands,NLD,1997,21720000,6880000,11690000,31750000,19370000,25510000,31590000,68410000,380000,9930000,47080000
Netherlands,NLD,1998,21070000,6880000,11210000,30300000,20340000,24330000,32320000,70840000,350000,9800000,47580000
Netherlands,NLD,1999,21110000,6870000,10290000,28620000,14330000,25350000,32880002,65670000,320000,9720000,49500000
Netherlands,NLD,2000,20290000,6860000,9710000,28570000,13050000,24460000,32880002,67210000,300000,9830000,51700000
Netherlands,NLD,2001,20150000,6600000,9140000,30440000,9750000,24450000,33160000,70310000,350000,9580000,55360000
Netherlands,NLD,2002,19310000,6510000,8670000,29190000,10550000,25060000,33930000,71240000,340000,8850000,55400000
Netherlands,NLD,2003,18870000,6450000,8109999.5,30210000,8490000,25390000,34470000,72480000,300000,8760000,52460000
Netherlands,NLD,2004,18910000,6410000,7780000,30150000,8720000,25110000,35010000,74060000,340000,8750000,56980000
Netherlands,NLD,2005,18920000,6410000,6260000,28540000,8640000,24750000,35240000,71520000,320000,8860000,60600000
Netherlands,NLD,2006,18760000,6410000,5800000,28760000,8800000,25620000,36150000,66430000,340000,7750000,64059996
Netherlands,NLD,2007,18740000,6410000,5410000,25800000,7810000,25800000,35490000,70890000,320000,7640000,65449996
Netherlands,NLD,2008,19280000,6410000,5060000,28820000,4210000,24110000,35840000,69940000,320000,7660000,63450000
Netherlands,NLD,2009,19390000,6410000,4800000,28840000,4050000.2,22460000,34320000,68440000,300000,7560000,57010000
Netherlands,NLD,2010,19450000,6410000,4470000,33320000,4230000,23870000,34910000,71390000,340000,8830000,54270000
Netherlands,NLD,2011,19190000,6660000,4190000,26180000,3980000,23000000,35020000,68060000,320000,7700000,58070000
Netherlands,NLD,2012,19210000,6660000,3960000,28410000,3860000,23950000,33520000,65220000,320000,7580000,53800000
Netherlands,NLD,2013,19420000,6660000,3760000,29650000,3870000,23220000,32630002,65199996,340000,7600000,52200000
Netherlands,NLD,2014,19980000,6660000,3520000,22580000,3760000,22890000,30250000,68470000,280000,6770000,51960000
Netherlands,NLD,2015,20760000,6660000,3320000,24290000,3820000,20910000,30780000,75460000,240000,7160000,51620000
Netherlands,NLD,2016,20720000,6660000,3130000,24960000,3800000,22630000,30970000,74020000,220000,7170000,49320000
Netherlands,NLD,2017,19810000,6660000,3010000,24490000,3680000,23460000,31610000,70440000,210000,6920000,48960000
Netherlands,NLD,2018,18560000,6660000,2880000,24260000,3430000,22850000,31700000,66670000,190000,7230000,47630000
Netherlands,NLD,2019,18750000,6630000,2760000,23290000,3040000,22080000,31160000,64019996,180000,6950000,47920000
Netherlands,NLD,2020,18510000,6640000,2630000,22000000,2850000,22160000,26560000,54230000,150000,6810000,43510000
New Zealand,NZL,1990,42450000,-24620000,3850000,1530000,1510000,5950000,8910000,4570000,1140000,1220000,2410000
New Zealand,NZL,1991,41630000,-24620000,3930000,1420000,1500000,6090000,8910000,4970000,1230000,1100000,2240000
New Zealand,NZL,1992,41050000,-24620000,4010000.2,1500000,1090000,6080000,9310000,6150000,1240000,1210000,2170000
New Zealand,NZL,1993,40810000,-24620000,4080000,1220000,850000,6330000,9710000,5380000,1220000,1220000,2240000
New Zealand,NZL,1994,42180000,-24620000,4020000,1490000,860000,6310000,10390000,4700000,1050000,1290000,2690000
New Zealand,NZL,1995,43230000,-24580000,4080000,1400000,920000,6030000,11080000,4390000,1030000,1370000,2780000
New Zealand,NZL,1996,42170000,-24580000,4150000,1310000,1080000,6110000,11210000,5320000,1170000,1410000,2760000
New Zealand,NZL,1997,42220000,-24590000,4220000,1330000,1070000,5880000,11440000,7470000,1330000,1500000,2780000
New Zealand,NZL,1998,41240000,-24590000,4260000,1350000,920000,5640000,11620000,7000000,1190000,1550000,2900000
New Zealand,NZL,1999,41880000,-24590000,4310000,1360000,1060000,5550000,11910000,8160000,1210000,1590000,2810000
New Zealand,NZL,2000,41130000,-24590000,4380000,1470000,1060000,6060000,12420000,7950000,1200000,1530000,2600000
New Zealand,NZL,2001,41500000,-21510000,4430000,1460000,1100000,6480000,12480000,9630000,1270000,1540000,2810000
New Zealand,NZL,2002,42520000,-21510000,4470000,1400000,1310000,6760000,12970000,8690000,1240000,1680000,2880000
New Zealand,NZL,2003,43230000,-21510000,4410000,1570000,1410000,6320000,13510000,10220000,1120000,1790000,2910000
New Zealand,NZL,2004,43220000,-21510000,4420000,1700000,1380000,5900000,13830000,9890000,1039999.94,1600000,3020000
New Zealand,NZL,2005,43260000,-21520000,4430000,1640000,1460000,5080000,13890000,11840000,1000000,1780000,3260000
New Zealand,NZL,2006,43300000,-21520000,4340000,1510000,1550000,5140000,14040000,11800000,1030000,1810000,3200000
New Zealand,NZL,2007,42920000,-21510000,4330000,1450000,1770000,5540000,14180000,10230000,1250000,1740000,3330000
New Zealand,NZL,2008,41910000,-21520000,4280000,1360000,1820000,5580000,14260000,11130000,1370000,1660000,3470000
New Zealand,NZL,2009,42050000,-21520000,4230000,1420000,1830000,5160000,13980000,9010000,1380000,1440000,3330000
New Zealand,NZL,2010,42260000,-21520000,4130000,1480000,1880000,5480000,13970000,8580000,1420000,1460000,3440000
New Zealand,NZL,2011,42470000,-15400000,4040000,1450000,2050000,5150000,14000000,8029999.5,1340000,1570000,3480000
New Zealand,NZL,2012,43120000,-15400000,3990000,1520000,2130000,5350000,13900000,9430000,1340000,1780000,3480000
New Zealand,NZL,2013,42980000,-15400000,3930000,1480000,2220000,6170000,14050000,8319999.5,1330000,1710000,3610000
New Zealand,NZL,2014,43520000,-15400000,3900000,1550000,2320000,6870000,14180000,7430000,1310000,1740000,3470000
New Zealand,NZL,2015,42510000,-15400000,3860000,1600000,2420000,6610000,14770000,7340000,1420000,1650000,3630000
New Zealand,NZL,2016,42490000,-9290000,3840000,1610000,2120000,6690000,15080000,6170000,1280000,1520000,4350000
New Zealand,NZL,2017,42300000,-9290000,3860000,1680000,2130000,6590000,16059999,7010000,1240000,1540000,4660000
New Zealand,NZL,2018,42190000,-9300000,3890000,1520000,2150000,6570000,16420000,6440000,1180000,1440000,4940000
New Zealand,NZL,2019,41890000,-9290000,3920000,1690000,2190000,7160000,16590000,7180000,1160000,1400000,4980000
New Zealand,NZL,2020,41530000,-9300000,3940000,1860000,2210000,6530000,14170000,7080000,1140000,1710000,2160000
Nicaragua,NIC,1990,6870000,19620000,350000,440000,100000,330000,760000,570000,0,70000,80000
Nicaragua,NIC,1991,5500000,19620000,360000,420000,110000,250000,830000,620000,0,40000,70000
Nicaragua,NIC,1992,6080000,19620000,370000,450000,129999.99,259999.98,950000,780000,0,30000,50000
Nicaragua,NIC,1993,6760000,19620000,380000,450000,129999.99,240000,970000,740000,0,30000,40000
Nicaragua,NIC,1994,6730000,19620000,390000,510000,150000,320000,1030000,850000,0,50000,50000
Nicaragua,NIC,1995,5910000,19620000,450000,470000,160000,290000,1140000,960000,0,20000,60000
Nicaragua,NIC,1996,5680000,19610000,510000,490000,190000,300000,1190000,1030000,0,20000,70000
Nicaragua,NIC,1997,6140000,19700000,570000,490000,210000,360000,1260000,1110000,0,20000,60000
Nicaragua,NIC,1998,5970000,20240000,640000,500000,220000,350000,1370000,1500000,0,20000,80000
Nicaragua,NIC,1999,7000000,19680000,700000,540000,230000,400000,1440000,1380000,0,20000,80000
Nicaragua,NIC,2000,7220000,19710000,760000,540000,320000,400000,1480000,1500000,0,20000,80000
Nicaragua,NIC,2001,7250000,23610000,780000,519999.97,320000,430000,1500000,1630000,0,20000,70000
Nicaragua,NIC,2002,7530000,23610000,790000,530000,340000,519999.97,1560000,1590000,0,20000,70000
Nicaragua,NIC,2003,8029999.5,23810000,810000,660000,490000,700000,1550000,1630000,0,40000,70000
Nicaragua,NIC,2004,7640000,23620000,830000,680000,340000,780000,1490000,1710000,0,40000,60000
Nicaragua,NIC,2005,8109999.5,23820000,850000,680000,350000,710000,1480000,1600000,0,40000,50000
Nicaragua,NIC,2006,8149999.5,23640000,860000,710000,380000,720000,1530000,1740000,0,40000,50000
Nicaragua,NIC,2007,8140000.5,23620000,880000,730000,400000,720000,1590000,1830000,0,40000,80000
Nicaragua,NIC,2008,8160000,23640000,900000,710000,420000,690000,1550000,1720000,0,40000,80000
Nicaragua,NIC,2009,8290000,23620000,920000,730000,450000,480000,1520000,1840000,0,40000,60000
Nicaragua,NIC,2010,8470000,23680000,930000,740000,500000,519999.97,1580000,1820000,0,40000,60000
Nicaragua,NIC,2011,9300000,11010000,950000,770000,580000,530000,1650000,1930000,0,40000,60000
Nicaragua,NIC,2012,9700000,10980000,960000,800000,590000,550000,1740000,1750000,0,40000,70000
Nicaragua,NIC,2013,10050000,11060000,980000,830000,650000,519999.97,1750000,1520000,0,40000,70000
Nicaragua,NIC,2014,10620000,11090000,990000,850000,710000,540000,1930000,1580000,0,40000,60000
Nicaragua,NIC,2015,11010000,11020000,1010000,910000,770000,590000,2180000,1730000,0,50000,70000
Nicaragua,NIC,2016,11110000,19640000,1030000,950000,840000,620000,2250000,1700000,0,50000,70000
Nicaragua,NIC,2017,10880000,19510000,1039999.94,990000,880000,640000,2390000,1530000,0,60000,80000
Nicaragua,NIC,2018,11090000,19590000,1060000,970000,890000,600000,2130000,1480000,0,50000,50000
Nicaragua,NIC,2019,11240000,19610000,1070000,970000,890000,600000,2210000,1550000,0,60000,50000
Nicaragua,NIC,2020,11590000,19700000,1090000,1000000,910000,600000,2220000,980000,0,60000,20000
Niger,NER,1990,9880000,5810000,1930000,450000,10000,50000,220000,290000,0,10000,40000
Niger,NER,1991,10250000,5810000,2030000,460000,10000,40000,200000,280000,0,10000,40000
Niger,NER,1992,10660000,5810000,2130000,480000,20000,40000,200000,259999.98,0,0,30000
Niger,NER,1993,11120000,5810000,2230000,500000,20000,60000,210000,280000,0,10000,30000
Niger,NER,1994,11520000,5810000,2330000,519999.97,30000,40000,210000,270000,0,20000,30000
Niger,NER,1995,12010000,5810000,2430000,530000,30000,30000,190000,290000,0,10000,20000
Niger,NER,1996,12550000,5820000,2550000,580000,50000,70000,200000,270000,0,40000,30000
Niger,NER,1997,12980000,5760000,2660000,720000,60000,100000,200000,290000,0,10000,40000
Niger,NER,1998,13580000,5890000,2780000,730000,80000,100000,240000,310000,0,0,30000
Niger,NER,1999,14150000,5770000,2900000,760000,100000,100000,230000,259999.98,0,30000,40000
Niger,NER,2000,14780000,5810000,3020000,470000,110000,40000,360000,230000,0,0,50000
Niger,NER,2001,15470000,1230000,3160000,480000,120000,50000,370000,210000,0,0,30000
Niger,NER,2002,16070000,1230000,3300000,500000,120000,50000,370000,230000,0,0,30000
Niger,NER,2003,16740000,1230000,3440000,519999.97,129999.99,70000,400000,240000,0,0,30000
Niger,NER,2004,17410000,1230000,3580000,540000,129999.99,70000,410000,259999.98,0,0,30000
Niger,NER,2005,18180000,1230000,3720000,540000,129999.99,60000,410000,250000,0,0,40000
Niger,NER,2006,18870000,1230000,3930000,550000,160000,70000,430000,220000,0,0,40000
Niger,NER,2007,19750000,1230000,4130000,560000,190000,90000,500000,210000,0,0,40000
Niger,NER,2008,20680000,1230000,4340000,580000,210000,110000,510000,220000,0,0,40000
Niger,NER,2009,21540000,1230000,4540000,600000,230000,160000,670000,240000,0,0,40000
Niger,NER,2010,21120000,1230000,4750000,620000,250000,210000,820000,330000,0,0,40000
Niger,NER,2011,21890000,1230000,4970000,510000,320000,210000,790000,380000,50000,0,50000
Niger,NER,2012,23050000,1230000,5190000,630000,370000,300000,1070000,430000,120000,0,40000
Niger,NER,2013,24160000,1230000,5420000,770000,410000,250000,1130000,380000,420000,0,70000
Niger,NER,2014,25390000,1230000,5640000,800000,460000,280000,1200000,470000,400000,0,90000
Niger,NER,2015,26380000,1230000,5860000,840000,510000,200000,1240000,530000,290000,0,129999.99
Niger,NER,2016,27750000,1240000,6130000,870000,560000,140000,1110000,700000,259999.98,0,140000
Niger,NER,2017,29030000,1240000,6390000,930000,620000,170000,980000,580000,240000,0,129999.99
Niger,NER,2018,30470000,1240000,6660000,990000,690000,140000,1060000,580000,240000,0,140000
Niger,NER,2019,31840000,1240000,6920000,1030000,750000,180000,1200000,600000,230000,0,140000
Niger,NER,2020,33460000,1240000,7180000,1130000,800000,200000,1160000,650000,210000,0,90000
